order_id,product_id,product_name,category,supplier,price,quantity,order_date,customer_id,region,city,marketing_channel
O100273,P7863,Public,Home,BrandA,117.22,2,2025-02-07,C6449,East,Reynoldshaven,Influencer
O100274,P9693,We,Beauty,BrandB,413.06,3,2024-12-19,C7207,South,Lake Kevin,Ads
O100275,P4998,Side,Electronics,BrandA,385.51,3,2025-02-20,C7777,South,Matthewland,Social Media
O100276,P6744,Community,Apparel,BrandB,487.16,1,2024-11-15,C5687,East,North Jerrymouth,Ads
O100277,P4775,Ground,Beauty,BrandA,74.93,2,2025-03-27,C3730,East,Jonesmouth,Email
O100278,P9213,War,Apparel,BrandC,249.51,3,2025-01-13,C1457,North,Lunaport,Direct
O100279,P4340,Side,Books,BrandC,340.76,3,2025-01-02,C6195,South,West Ryan,Social Media
O100280,P8031,Now,Apparel,BrandA,312.46,3,2025-02-10,C3511,East,Leeville,Email
O100281,P7888,Scene,Apparel,BrandC,191.19,1,2025-04-12,C6352,South,Englishstad,Direct
O100282,P9266,Old,Books,BrandA,38.75,2,2025-03-02,C6489,West,West Nathanmouth,Influencer
O100283,P9721,Visit,Electronics,BrandA,409.97,1,2024-11-26,C7492,North,North Henryland,Influencer
O100284,P9900,Outside,Home,BrandB,287.93,2,2024-11-26,C4287,South,Houseburgh,Direct
O100285,P7610,Sound,Books,BrandC,421.37,2,2025-02-28,C8688,South,Morenofort,Ads
O100286,P3692,Case,Home,BrandC,449.79,3,2024-12-04,C2381,East,Coopermouth,Social Media
O100287,P7669,Beat,Beauty,BrandB,391.14,2,2025-03-30,C4090,North,South Andreafort,Influencer
O100288,P7203,Information,Apparel,BrandA,348.89,2,2025-02-03,C3848,West,West Lisaport,Ads
O100289,P7873,Guy,Books,BrandC,339.69,1,2025-01-29,C5662,West,Pittmanshire,Direct
O100290,P5328,Leader,Home,BrandB,16.33,1,2024-11-18,C2971,South,South Laurenton,Influencer
O100291,P9209,Cup,Apparel,BrandA,137.67,1,2025-03-27,C4716,South,Petersonberg,Social Media
O100292,P3448,Serious,Apparel,BrandD,20.62,1,2025-02-08,C3243,East,Rachelfurt,Influencer
O100293,P8398,Scene,Beauty,BrandA,275.77,2,2024-12-26,C6581,South,Rogersbury,Email
O100294,P9178,Together,Beauty,BrandD,423.57,3,2025-02-22,C3178,North,Wrightfurt,Influencer
O100295,P8432,Follow,Electronics,BrandB,343.12,2,2025-01-22,C8429,South,Jaredtown,Direct
O100296,P4196,Meet,Home,BrandB,77.4,2,2025-04-27,C2511,West,Turnerstad,Social Media
O100297,P2353,Eight,Beauty,BrandC,440.6,2,2025-01-12,C5861,North,Frenchmouth,Email
O100298,P6421,Wish,Electronics,BrandD,36.29,2,2025-03-16,C9823,West,Amandafort,Email
O100299,P8055,Will,Electronics,BrandD,397.27,2,2025-01-13,C1504,South,Robertburgh,Influencer
O100300,P2132,Beat,Books,BrandA,404.65,1,2025-01-06,C1935,West,East Kimberly,Email
O100301,P9989,Bad,Apparel,BrandC,25.95,3,2025-04-29,C9352,East,Lake Toddfurt,Ads
O100302,P1025,Loss,Beauty,BrandC,132.77,1,2024-12-03,C6509,South,West Stephanie,Social Media
O100303,P8803,Staff,Home,BrandA,202.64,1,2024-12-16,C7081,South,East Andrewtown,Social Media
O100304,P4640,Friend,Beauty,BrandC,383.21,2,2025-05-02,C5881,South,Rhondahaven,Influencer
O100305,P9907,Say,Apparel,BrandC,384.59,1,2025-01-08,C6994,West,Lake Douglas,Ads
O100306,P4467,Something,Electronics,BrandB,440.49,1,2024-12-19,C3984,West,South Cherylmouth,Influencer
O100307,P5512,Lead,Beauty,BrandD,221.44,1,2025-02-20,C1460,East,South Patrick,Email
O100308,P3499,Successful,Beauty,BrandD,17.49,2,2024-12-16,C1744,North,East Robertstad,Email
O100309,P9309,Those,Electronics,BrandB,258.71,3,2025-03-17,C2547,East,Port Angela,Social Media
O100310,P9652,Happen,Electronics,BrandD,236.1,2,2024-11-23,C4243,North,Lake Crystalport,Social Media
O100311,P2949,Clear,Electronics,BrandB,342.33,3,2024-11-16,C1069,South,Lake Cynthia,Influencer
O100312,P6779,Series,Books,BrandB,379.32,2,2025-01-20,C3974,South,Nelsonshire,Ads
O100313,P9330,Another,Home,BrandC,256.11,3,2025-04-27,C5061,North,West Nathaniel,Ads
O100314,P6382,Hard,Books,BrandD,64.63,1,2025-04-21,C1960,South,West David,Email
O100315,P3656,Give,Electronics,BrandA,102.16,2,2025-03-16,C9451,West,New Thomaschester,Direct
O100316,P1685,Identify,Electronics,BrandB,73.25,3,2025-04-28,C5138,West,Rodriguezberg,Direct
O100317,P4779,Record,Books,BrandB,178.36,2,2024-12-01,C1123,West,East Angelabury,Direct
O100318,P8394,Few,Electronics,BrandD,319.9,1,2024-12-29,C3497,West,New Teresaview,Social Media
O100319,P8413,Compare,Books,BrandD,65.14,2,2024-12-20,C3751,South,Lauratown,Ads
O100320,P8865,Book,Apparel,BrandD,93.36,3,2025-01-06,C9025,North,East Krystalfurt,Influencer
O100321,P7700,Part,Apparel,BrandD,458.97,1,2025-01-19,C6676,East,Lake Dillon,Email
O100322,P5065,Beat,Home,BrandA,138.7,1,2025-02-23,C7341,South,West Jonathan,Social Media
O100323,P4006,Meet,Books,BrandD,30.8,1,2025-02-24,C5070,South,West Michaelborough,Ads
O100324,P9851,Nation,Apparel,BrandA,224.11,2,2025-04-09,C8141,South,Joneschester,Direct
O100325,P7508,Heavy,Apparel,BrandC,205.49,3,2025-05-05,C9081,North,Kimberlyside,Influencer
O100326,P2527,No,Books,BrandA,10.77,1,2024-12-09,C4644,South,Jonesborough,Email
O100327,P1075,Quite,Books,BrandD,202.04,2,2025-01-07,C8304,North,Snydermouth,Direct
O100328,P3706,Military,Beauty,BrandD,41.96,2,2024-12-23,C8186,North,Murphyport,Direct
O100329,P1223,Realize,Electronics,BrandD,209.0,2,2025-03-06,C1745,North,Lake Douglasshire,Influencer
O100330,P7678,See,Beauty,BrandB,81.49,3,2024-12-17,C5182,East,East Christopherbury,Influencer
O100331,P8556,Money,Apparel,BrandA,351.17,1,2024-12-10,C5944,East,South Jeffrey,Social Media
O100332,P8805,Manage,Electronics,BrandA,247.57,2,2025-04-18,C9477,South,East Cheryl,Email
O100333,P9753,Himself,Electronics,BrandC,50.43,2,2025-03-15,C5581,South,East Amandahaven,Email
O100334,P2918,Share,Apparel,BrandB,280.29,3,2025-01-19,C2185,North,Jenniferstad,Direct
O100335,P5891,Term,Electronics,BrandB,314.15,2,2025-02-12,C4344,West,Nicholefort,Direct
O100336,P6503,Husband,Electronics,BrandA,100.68,2,2024-11-20,C7400,North,Chrisfurt,Direct
O100337,P3460,Record,Home,BrandD,113.1,3,2025-01-10,C2858,East,Huntside,Ads
O100338,P8807,Collection,Beauty,BrandA,496.65,1,2025-02-08,C4620,South,Port Juliemouth,Direct
O100339,P5474,Up,Electronics,BrandD,248.97,1,2024-12-13,C3651,West,Michaelview,Influencer
O100340,P2661,Under,Home,BrandD,102.91,2,2025-01-07,C5550,North,Ochoabury,Direct
O100341,P1699,Several,Books,BrandB,318.06,2,2024-12-31,C8342,North,South Cathyshire,Social Media
O100342,P3232,Make,Books,BrandA,30.96,2,2025-05-01,C9833,South,West Stephenview,Email
O100343,P9322,Anyone,Electronics,BrandB,431.46,3,2024-11-18,C1491,East,Rodneytown,Ads
O100344,P9143,And,Apparel,BrandC,13.52,3,2025-01-05,C5718,South,North Troy,Direct
O100345,P4362,Open,Apparel,BrandC,287.97,1,2025-05-11,C3644,South,Johnnychester,Email
O100346,P8912,Car,Apparel,BrandC,219.66,3,2025-04-10,C2550,East,Port Sherry,Direct
O100347,P7182,Rich,Home,BrandC,289.83,3,2024-11-29,C7550,North,Collinstown,Direct
O100348,P6979,Cold,Apparel,BrandC,486.49,1,2024-12-05,C3896,East,Lopezburgh,Email
O100349,P5410,Writer,Electronics,BrandD,133.81,1,2025-03-19,C9066,East,North Regina,Influencer
O100350,P6111,Become,Beauty,BrandC,380.55,2,2025-02-08,C2512,North,Dunlapville,Email
O100351,P1558,Dinner,Home,BrandD,26.47,2,2025-02-24,C3887,South,Port Roberto,Influencer
O100352,P7107,Pick,Beauty,BrandC,40.03,3,2024-12-31,C6117,East,New Jeremyberg,Direct
O100353,P4624,Very,Beauty,BrandB,485.63,2,2024-11-11,C3849,South,Lake Jamesbury,Social Media
O100354,P7794,Single,Beauty,BrandB,355.09,3,2025-04-03,C8897,East,North Carl,Ads
O100355,P2838,Believe,Apparel,BrandC,116.47,1,2024-11-29,C9104,North,Bellburgh,Ads
O100356,P9217,Skin,Apparel,BrandC,320.74,3,2025-04-11,C5150,South,East Emily,Ads
O100357,P1414,Whom,Books,BrandA,358.16,3,2024-11-17,C6593,North,North Howardborough,Direct
O100358,P1228,Physical,Books,BrandD,302.1,2,2024-12-16,C3807,North,Brianberg,Ads
O100359,P8916,Enjoy,Books,BrandD,487.62,3,2025-02-14,C8488,North,West Michele,Influencer
O100360,P6868,Phone,Apparel,BrandD,318.27,1,2025-03-11,C3647,East,Randyfort,Email
O100361,P8594,Thousand,Home,BrandC,428.61,1,2024-12-14,C2816,North,Jonathantown,Email
O100362,P9073,Real,Electronics,BrandC,93.94,2,2024-11-17,C6899,North,North Kevinhaven,Ads
O100363,P2028,Candidate,Home,BrandD,280.59,3,2025-04-01,C3985,North,Stevenbury,Social Media
O100364,P5203,From,Electronics,BrandC,325.77,2,2025-02-08,C4057,South,Olsonville,Social Media
O100365,P9951,Find,Apparel,BrandA,441.5,3,2025-01-14,C5812,West,New Benjamin,Email
O100366,P7689,Think,Books,BrandB,402.58,3,2025-04-04,C4771,East,East Courtney,Email
O100367,P1479,Instead,Electronics,BrandA,174.63,2,2025-03-09,C4557,East,North Melissaton,Email
O100368,P3702,Light,Home,BrandA,84.95,3,2024-11-25,C8374,East,Courtneystad,Social Media
O100369,P7175,Policy,Books,BrandD,308.79,3,2024-11-12,C2697,West,East Chloe,Social Media
O100370,P3743,Teacher,Electronics,BrandC,307.45,1,2025-04-13,C5774,South,Herrerafort,Influencer
O100371,P8600,Show,Books,BrandD,154.54,1,2024-12-16,C8520,East,New Reginald,Direct
O100372,P1839,Maybe,Beauty,BrandA,243.3,3,2024-12-15,C5555,West,Port Veronicaville,Social Media
O100373,P1186,Government,Electronics,BrandC,321.74,3,2025-03-15,C2185,South,Krausemouth,Influencer
O100374,P5628,Imagine,Books,BrandA,306.93,1,2025-04-24,C7988,North,Romeroland,Direct
O100375,P9745,Every,Electronics,BrandD,215.48,2,2025-02-15,C5085,East,Amyton,Direct
O100376,P8255,Phone,Beauty,BrandA,206.46,2,2025-05-02,C4556,North,Port Jasonland,Influencer
O100377,P7330,Those,Books,BrandC,407.3,2,2025-04-28,C4661,North,West Michaelview,Ads
O100378,P9789,Store,Books,BrandB,490.02,3,2025-04-01,C3091,East,Peggyton,Influencer
O100379,P2230,Laugh,Books,BrandA,230.82,1,2025-03-26,C3997,North,Avilaland,Direct
O100380,P8244,Sign,Apparel,BrandC,216.62,3,2025-02-02,C9381,North,Traceybury,Ads
O100381,P9556,It,Beauty,BrandB,437.9,1,2025-01-30,C3651,North,Haroldton,Influencer
O100382,P1783,The,Books,BrandA,497.64,3,2025-04-03,C1229,West,Lake Aaronview,Social Media
O100383,P6284,Sure,Beauty,BrandC,338.5,1,2025-02-26,C3114,West,New Colleen,Ads
O100384,P1808,Leader,Books,BrandB,321.69,3,2024-11-25,C4269,West,Maryhaven,Email
O100385,P6906,Glass,Beauty,BrandB,116.02,2,2025-03-08,C9720,South,Lake Christopherside,Email
O100386,P4820,Attorney,Apparel,BrandB,297.52,1,2025-05-10,C1737,West,Caseyville,Direct
O100387,P2864,Information,Beauty,BrandB,111.78,3,2024-11-25,C5216,East,South Matthewville,Social Media
O100388,P1717,Book,Apparel,BrandB,479.63,2,2024-12-08,C1282,South,East Jennifer,Ads
O100389,P3400,Example,Beauty,BrandD,477.21,3,2025-05-07,C6647,East,North Kerry,Ads
O100390,P7522,Few,Apparel,BrandD,343.72,3,2024-12-26,C6808,West,New Manuelstad,Direct
O100391,P2417,Truth,Electronics,BrandB,219.27,1,2025-02-11,C6475,North,West Scott,Social Media
O100392,P7694,Line,Home,BrandA,311.91,1,2024-12-01,C5500,East,South Jimmyland,Influencer
O100393,P3510,Front,Apparel,BrandA,483.21,2,2024-12-23,C1942,North,New Leahhaven,Direct
O100394,P9084,Far,Books,BrandB,156.92,2,2025-03-20,C9247,South,Allisonmouth,Email
O100395,P8355,Difference,Home,BrandD,383.59,3,2025-04-23,C8718,South,North Danielleville,Social Media
O100396,P9898,System,Electronics,BrandB,57.29,3,2025-02-07,C3627,East,Davenportton,Influencer
O100397,P4425,Five,Electronics,BrandB,196.66,3,2025-04-10,C5813,West,West Trevorshire,Email
O100398,P9648,Relate,Beauty,BrandC,35.25,3,2024-12-25,C3176,West,Lake Bryanhaven,Direct
O100399,P5102,Affect,Books,BrandC,186.16,1,2024-12-08,C8998,West,Smithshire,Ads
O100400,P7571,Wonder,Beauty,BrandD,417.59,3,2025-03-12,C8426,East,Davidborough,Email
O100401,P1223,Whose,Books,BrandD,323.57,1,2025-03-06,C4235,South,North Sharon,Direct
O100402,P9879,Significant,Electronics,BrandA,13.09,2,2025-05-06,C2316,South,Port Lisamouth,Social Media
O100403,P6706,Different,Books,BrandB,122.45,2,2024-12-09,C1091,West,Bishopview,Influencer
O100404,P1076,Subject,Beauty,BrandA,333.17,2,2025-01-20,C7990,West,New Tracyview,Email
O100405,P3344,Whole,Home,BrandD,447.55,2,2025-03-09,C3927,South,North Amanda,Social Media
O100406,P4673,He,Electronics,BrandB,472.8,3,2025-02-10,C1767,North,New Shawnaview,Influencer
O100407,P8844,Often,Electronics,BrandC,30.22,1,2025-03-09,C9763,East,Port Wendyhaven,Influencer
O100408,P9306,Mind,Apparel,BrandD,413.16,1,2025-01-17,C9660,North,Thompsonberg,Direct
O100409,P4533,Decade,Home,BrandB,17.36,1,2025-01-23,C4657,West,Fitzgeraldhaven,Social Media
O100410,P4918,Example,Books,BrandC,368.7,1,2025-04-20,C6185,East,Port Franciscoberg,Direct
O100411,P7770,Human,Apparel,BrandB,161.19,1,2024-12-31,C7725,North,Bergerhaven,Direct
O100412,P7302,Require,Electronics,BrandA,152.76,3,2025-03-08,C2146,East,New Kelly,Ads
O100413,P9274,Subject,Beauty,BrandC,444.21,3,2025-03-07,C3438,South,Schneiderberg,Direct
O100414,P3419,Film,Beauty,BrandB,187.05,1,2024-12-30,C9006,North,Smithstad,Influencer
O100415,P3345,Official,Beauty,BrandC,290.15,1,2025-01-18,C9203,West,Sotohaven,Email
O100416,P8588,Once,Electronics,BrandA,150.58,1,2025-02-11,C9161,South,Corystad,Email
O100417,P1273,Meeting,Home,BrandD,188.69,1,2025-02-27,C9442,West,Jerryhaven,Influencer
O100418,P6088,Region,Apparel,BrandC,401.76,3,2025-01-19,C2566,South,Port Donnastad,Ads
O100419,P2109,Today,Books,BrandD,488.71,3,2024-12-17,C6509,North,West Kenneth,Email
O100420,P5151,Step,Apparel,BrandD,269.51,2,2025-03-05,C1145,North,Jessicaville,Ads
O100421,P7091,Teach,Books,BrandC,334.62,2,2025-03-31,C2326,North,West Lori,Influencer
O100422,P7072,Interest,Apparel,BrandA,152.49,2,2025-01-03,C9538,East,New Alvinmouth,Ads
O100423,P5172,Same,Home,BrandA,86.53,2,2024-12-18,C2251,South,Richardsonfort,Direct
O100424,P1994,Account,Electronics,BrandD,184.82,2,2025-03-21,C4113,East,Meyermouth,Social Media
O100425,P1271,Score,Books,BrandA,95.47,1,2024-12-26,C3288,East,Avilatown,Email
O100426,P2085,Situation,Beauty,BrandD,211.98,2,2025-05-04,C7101,South,Ronaldton,Influencer
O100427,P4195,Occur,Apparel,BrandB,252.6,3,2025-04-16,C6607,East,Nicholasview,Social Media
O100428,P8111,Week,Apparel,BrandD,153.1,2,2025-03-10,C6085,West,New Erinport,Email
O100429,P6782,Behind,Beauty,BrandA,42.85,3,2024-11-25,C6027,South,Grahamborough,Ads
O100430,P6677,Join,Books,BrandD,162.02,2,2024-11-23,C5839,East,Ashleyhaven,Direct
O100431,P6920,Very,Home,BrandD,199.66,2,2025-04-06,C7456,West,South Christopherland,Influencer
O100432,P7118,Allow,Electronics,BrandD,233.86,2,2025-01-27,C8571,South,Jenkinsmouth,Social Media
O100433,P3056,Pattern,Books,BrandB,333.89,2,2025-02-04,C4774,North,East Brianview,Social Media
O100434,P7911,Security,Electronics,BrandA,68.39,1,2025-02-17,C3006,North,East Christineport,Influencer
O100435,P3581,Dog,Apparel,BrandD,148.3,1,2025-01-26,C7014,East,Danielfurt,Ads
O100436,P4598,Voice,Beauty,BrandA,225.07,2,2025-05-10,C5054,East,Rowefort,Influencer
O100437,P9693,Message,Home,BrandC,431.69,1,2025-04-29,C7043,East,Phamland,Email
O100438,P6809,Personal,Beauty,BrandC,223.0,3,2025-03-11,C6160,South,Christopherhaven,Social Media
O100439,P1466,Fight,Home,BrandC,41.15,2,2025-02-27,C2855,West,Lake Annette,Social Media
O100440,P4589,Miss,Apparel,BrandB,314.67,3,2025-01-12,C7242,West,Mcdanielchester,Email
O100441,P5733,Difficult,Books,BrandB,328.78,3,2025-02-25,C1268,South,Lake Ashleyland,Email
O100442,P9571,Road,Electronics,BrandB,381.84,3,2025-01-13,C1713,South,Lake Shawnville,Social Media
O100443,P6292,Itself,Home,BrandB,472.97,3,2025-01-27,C1766,South,South Chelseamouth,Direct
O100444,P3144,Professional,Apparel,BrandC,160.86,1,2024-12-07,C2054,South,New Brittany,Social Media
O100445,P7449,Move,Electronics,BrandA,287.12,1,2024-12-16,C4477,West,Phillipstown,Direct
O100446,P6493,They,Books,BrandC,285.88,1,2025-04-24,C4928,South,Edwardsside,Direct
O100447,P1028,Beyond,Beauty,BrandA,181.59,1,2025-01-11,C9637,North,Jonathanmouth,Email
O100448,P2822,Heavy,Apparel,BrandA,442.32,1,2025-03-30,C3647,East,East Rebecca,Direct
O100449,P1163,Worry,Electronics,BrandD,107.25,2,2025-04-18,C7658,South,Donaldberg,Email
O100450,P6797,What,Electronics,BrandD,467.7,2,2024-12-29,C2720,West,Lake Jamesborough,Social Media
O100451,P4020,No,Home,BrandA,358.28,1,2025-04-28,C4946,North,Lake Michael,Social Media
O100452,P4133,Would,Home,BrandA,97.2,1,2025-03-18,C8932,South,Sydneychester,Influencer
O100453,P3572,Today,Home,BrandC,13.77,3,2025-04-18,C1010,North,South Andrew,Direct
O100454,P3515,Available,Home,BrandA,67.91,2,2024-11-28,C5917,East,West Audreyhaven,Social Media
O100455,P4088,Plan,Apparel,BrandD,203.76,1,2025-01-10,C1248,South,Josephmouth,Direct
O100456,P8463,Always,Apparel,BrandD,397.7,1,2025-02-25,C4653,North,Jamesfort,Ads
O100457,P6270,Line,Apparel,BrandA,196.31,3,2025-04-18,C3573,East,Brittanybury,Influencer
O100458,P6080,Increase,Books,BrandD,391.81,3,2025-02-28,C8261,West,Jasonmouth,Social Media
O100459,P9821,Sign,Books,BrandD,256.57,2,2025-04-13,C2341,West,South Nancyfurt,Direct
O100460,P8018,Any,Apparel,BrandA,419.06,3,2024-11-25,C6764,South,Lake Bradley,Email
O100461,P9556,Ahead,Electronics,BrandA,344.35,1,2025-04-11,C1549,West,Santiagochester,Influencer
O100462,P6796,Last,Home,BrandB,402.87,3,2025-03-21,C2157,East,New Philipville,Social Media
O100463,P5320,Very,Beauty,BrandC,136.91,3,2025-01-01,C6472,South,Port Kimberly,Direct
O100464,P2189,Place,Books,BrandA,281.08,3,2024-11-16,C7213,North,Nguyenborough,Ads
O100465,P4532,Next,Beauty,BrandD,330.26,3,2025-04-27,C2885,West,Port Brian,Social Media
O100466,P4347,Art,Beauty,BrandB,253.17,2,2025-01-17,C5986,East,Mooreville,Social Media
O100467,P4408,Message,Beauty,BrandD,476.93,2,2025-04-18,C3834,West,New Mary,Direct
O100468,P1159,Because,Books,BrandC,161.3,3,2025-02-26,C4812,North,West Kristen,Email
O100469,P9063,Forward,Electronics,BrandB,42.26,3,2024-11-30,C9601,West,Lake Elizabethside,Direct
O100470,P7983,Spring,Home,BrandD,342.58,1,2025-02-03,C5256,West,Markland,Email
O100471,P2308,Moment,Books,BrandB,479.55,2,2024-12-13,C9651,East,Harrisside,Ads
O100472,P2554,Room,Home,BrandA,362.68,1,2025-03-22,C3317,West,Curtisfort,Social Media
O100473,P7275,Water,Home,BrandD,234.31,2,2025-01-14,C1100,North,West Matthewmouth,Social Media
O100474,P5466,Type,Beauty,BrandB,18.8,3,2025-03-07,C1209,East,Port Stephanie,Influencer
O100475,P9249,Always,Books,BrandB,336.1,1,2025-03-22,C2744,North,Seanborough,Direct
O100476,P6183,Nature,Beauty,BrandB,350.9,2,2025-05-01,C2061,West,Port Teresa,Influencer
O100477,P5703,Ready,Apparel,BrandA,321.87,2,2024-12-02,C3137,North,Port Jason,Ads
O100478,P5514,Various,Beauty,BrandB,337.33,3,2025-02-18,C2468,East,Perezfurt,Social Media
O100479,P2140,Suggest,Home,BrandD,215.46,3,2025-02-27,C1710,North,Andrewfort,Social Media
O100480,P3147,Fact,Apparel,BrandB,333.41,1,2025-01-15,C4571,North,North Philip,Social Media
O100481,P9988,Both,Home,BrandC,127.41,2,2025-01-10,C7708,East,Harringtonview,Direct
O100482,P3410,Pull,Apparel,BrandB,473.6,2,2025-04-02,C6419,South,East Juliaview,Social Media
O100483,P3968,Story,Beauty,BrandA,68.48,1,2025-01-10,C1717,East,North Nicolemouth,Influencer
O100484,P9343,Group,Apparel,BrandC,28.09,2,2024-11-14,C6116,West,Rossstad,Ads
O100485,P6043,Season,Books,BrandB,90.88,2,2025-02-16,C5640,West,Sherryport,Influencer
O100486,P5215,Yeah,Home,BrandB,141.61,2,2025-02-22,C4293,West,New Seanport,Ads
O100487,P2461,Top,Apparel,BrandB,455.89,2,2025-01-03,C4232,West,North Sabrinastad,Direct
O100488,P6456,Thousand,Electronics,BrandC,113.19,3,2025-05-09,C9521,South,Port Katherinechester,Social Media
O100489,P9118,Require,Electronics,BrandA,119.47,3,2025-01-30,C9023,North,Paynefort,Direct
O100490,P8482,Case,Apparel,BrandC,126.44,3,2025-02-17,C6873,West,South Donna,Email
O100491,P3084,Memory,Apparel,BrandB,465.79,2,2024-12-04,C7654,North,Piercehaven,Social Media
O100492,P1198,Write,Electronics,BrandC,107.52,2,2025-05-06,C4240,West,New Brent,Direct
O100493,P8581,Movie,Apparel,BrandB,80.35,1,2024-11-29,C3163,West,Robertborough,Social Media
O100494,P1328,Evening,Home,BrandA,234.02,3,2024-11-28,C9531,South,South Ericfurt,Email
O100495,P9599,Far,Electronics,BrandD,435.64,2,2024-11-28,C8378,West,Lake Latasha,Ads
O100496,P1936,Seat,Beauty,BrandB,301.87,2,2024-12-09,C9772,West,Harrisside,Social Media
O100497,P2105,Major,Books,BrandB,193.49,1,2025-01-31,C7234,East,Jessicaside,Direct
O100498,P8191,Project,Books,BrandA,43.85,3,2024-12-31,C4089,West,Jillianchester,Influencer
O100499,P1339,South,Home,BrandC,455.72,3,2024-12-05,C8187,West,Karenfurt,Social Media
O100500,P9082,Practice,Apparel,BrandD,34.61,1,2025-02-19,C9011,North,South Loriside,Influencer
O100501,P7749,Whose,Electronics,BrandB,158.68,2,2025-03-04,C3260,East,Donaldsonville,Influencer
O100502,P8476,Cell,Books,BrandD,311.84,3,2025-03-31,C3069,East,Ritterberg,Direct
O100503,P3188,Anyone,Apparel,BrandA,186.47,1,2025-04-14,C5822,East,Lyonsmouth,Direct
O100504,P7958,Prove,Beauty,BrandD,373.85,1,2025-05-02,C2229,West,Camachoton,Email
O100505,P1617,Control,Electronics,BrandB,91.79,2,2024-12-29,C7410,North,Bauerbury,Email
O100506,P3367,Dark,Apparel,BrandC,152.91,1,2025-03-15,C3772,North,South Kathryn,Social Media
O100507,P4106,Type,Books,BrandA,107.21,1,2025-04-22,C6749,West,South David,Ads
O100508,P4859,Product,Beauty,BrandA,118.11,2,2025-03-23,C2653,North,New Heatherland,Email
O100509,P5449,Loss,Beauty,BrandC,324.32,2,2025-03-03,C7628,North,Allisontown,Social Media
O100510,P6643,Do,Beauty,BrandB,324.28,2,2025-01-07,C6471,South,Lake Mollystad,Influencer
O100511,P6748,Interview,Beauty,BrandC,364.09,3,2025-03-07,C4630,South,Scottborough,Influencer
O100512,P6750,Room,Home,BrandA,14.23,2,2024-12-03,C5168,West,Lopezland,Influencer
O100513,P1519,Year,Beauty,BrandA,133.04,2,2025-04-09,C4817,West,South Elizabeth,Social Media
O100514,P4844,Recent,Apparel,BrandA,298.79,2,2025-04-05,C2648,North,West Robertside,Ads
O100515,P2344,Wait,Electronics,BrandC,22.73,1,2025-02-01,C9890,East,Cruzville,Influencer
O100516,P8520,We,Books,BrandA,191.82,3,2025-03-28,C2955,North,Hudsonview,Influencer
O100517,P4834,Our,Electronics,BrandB,269.03,2,2025-02-26,C5889,South,Williamsview,Influencer
O100518,P7784,Particularly,Beauty,BrandB,218.65,3,2025-03-19,C4530,East,Jenniferton,Influencer
O100519,P6609,Top,Electronics,BrandA,170.35,1,2025-01-20,C7969,North,Port Rachelmouth,Social Media
O100520,P2627,Writer,Electronics,BrandD,384.35,2,2025-04-27,C9383,East,Danielleberg,Email
O100521,P2596,Myself,Apparel,BrandD,171.06,3,2025-02-27,C7041,North,South Jessicaview,Direct
O100522,P2232,Method,Electronics,BrandB,446.06,3,2025-05-08,C1214,West,Lake Mark,Ads
O100523,P4502,Technology,Apparel,BrandD,468.5,1,2025-01-03,C9289,West,Susanborough,Email
O100524,P9696,Window,Books,BrandD,172.45,2,2024-11-20,C9498,East,Elizabethtown,Direct
O100525,P2531,Movement,Electronics,BrandC,213.77,3,2025-05-11,C3883,South,East Jenniferport,Direct
O100526,P1842,Standard,Beauty,BrandA,246.51,3,2025-04-17,C9496,West,Bensonland,Ads
O100527,P3659,These,Apparel,BrandC,493.63,2,2024-11-24,C3360,South,Mckinneytown,Influencer
O100528,P9742,Already,Apparel,BrandD,444.16,3,2025-02-26,C8501,West,Theresaside,Direct
O100529,P4989,State,Beauty,BrandA,350.9,3,2025-04-30,C3934,North,Lake Samanthaside,Social Media
O100530,P4630,By,Books,BrandC,429.52,2,2025-03-25,C8079,East,Port Lauren,Email
O100531,P5451,Push,Beauty,BrandA,73.67,3,2024-11-19,C3437,South,South Christian,Email
O100532,P3506,Painting,Apparel,BrandA,347.34,2,2025-04-18,C1477,West,Longport,Influencer
O100533,P1832,Thought,Books,BrandA,31.08,3,2025-03-29,C5666,North,South Tinaville,Social Media
O100534,P3418,Most,Books,BrandA,434.73,2,2024-12-10,C3246,West,Lynnfurt,Social Media
O100535,P2154,School,Electronics,BrandB,183.33,1,2024-11-24,C1612,West,Rossshire,Direct
O100536,P2565,During,Electronics,BrandB,167.62,1,2025-03-18,C9519,East,Kennethton,Ads
O100537,P6990,Plan,Beauty,BrandA,267.53,2,2025-04-25,C4898,West,Johnhaven,Ads
O100538,P4418,Manager,Beauty,BrandD,354.9,2,2024-11-11,C3899,North,Floresbury,Ads
O100539,P3963,Memory,Home,BrandB,303.82,1,2025-02-25,C5295,West,West Monica,Direct
O100540,P8644,Back,Apparel,BrandC,323.8,2,2025-01-11,C3408,East,West Annette,Influencer
O100541,P2872,Fly,Apparel,BrandC,158.78,1,2025-04-08,C8312,South,North Tracey,Direct
O100542,P9280,Call,Electronics,BrandA,110.73,3,2024-12-10,C1521,North,Alejandraside,Direct
O100543,P6056,Responsibility,Home,BrandB,111.61,1,2025-01-10,C5798,East,Jaimetown,Direct
O100544,P5162,Fund,Electronics,BrandD,49.56,1,2024-11-15,C3495,North,Wilsonside,Ads
