order_id,product_id,product_name,category,supplier,price,quantity,order_date,customer_id,region,city,marketing_channel,return_reason,return_status,is_returned,return_days
O100209,P1592,Idea,Apparel,BrandA,85.18,3,2025-01-15,C5635,West,Edwardschester,Influencer,Not Returned,Not Returned,0,0
O100210,P7173,Rich,Home,BrandD,353.38,3,2025-02-15,C7283,West,North Anthony,Social Media,Late delivery,Denied,1,15
O100211,P8874,Cut,Apparel,BrandB,133.56,3,2025-03-29,C8909,South,Joshuamouth,Email,Not Returned,Not Returned,0,0
O100212,P4550,Role,Home,BrandB,167.9,3,2025-02-09,C2658,North,Gonzalezview,Email,Not Returned,Not Returned,0,0
O100213,P9518,Soldier,Electronics,BrandA,434.31,2,2025-03-03,C5813,North,South Nicole,Influencer,Not Returned,Not Returned,0,0
O100214,P5648,Likely,Books,BrandB,140.36,3,2024-12-09,C1428,North,Bennettfort,Email,Not Returned,Not Returned,0,0
O100215,P6987,Seat,Beauty,BrandC,52.04,2,2025-03-13,C8170,East,Lake Ericville,Social Media,Not Returned,Not Returned,0,0
O100216,P2676,Run,Apparel,BrandD,150.3,2,2025-01-12,C3631,South,Martinport,Influencer,Not Returned,Not Returned,0,0
O100217,P6251,Food,Books,BrandB,470.62,2,2025-01-16,C7105,East,New Thomashaven,Email,Not Returned,Not Returned,0,0
O100218,P7024,Food,Beauty,BrandC,178.68,1,2025-02-13,C7856,West,Glennhaven,Ads,Not as described,Approved,1,3
O100219,P5450,Society,Home,BrandC,303.57,3,2025-04-01,C5459,South,Richardbury,Influencer,Not Returned,Not Returned,0,0
O100220,P3704,Notice,Apparel,BrandD,31.26,2,2025-03-30,C7176,North,North Joshua,Email,Changed mind,Approved,1,5
O100221,P9031,Court,Electronics,BrandC,398.16,2,2024-12-11,C1614,South,Parsonsfurt,Ads,Defective,Denied,1,10
O100222,P4075,Son,Apparel,BrandB,329.26,2,2025-01-23,C9222,West,Natalieshire,Email,Not Returned,Not Returned,0,0
O100223,P9093,Use,Beauty,BrandD,353.33,1,2025-04-25,C1984,North,East Heatherborough,Email,Not Returned,Not Returned,0,0
O100224,P8747,Require,Electronics,BrandA,20.3,2,2024-12-31,C2472,West,Pamelafurt,Social Media,Not Returned,Not Returned,0,0
O100225,P8459,Painting,Home,BrandB,126.19,1,2025-01-11,C9870,North,East Bradleystad,Direct,Not Returned,Not Returned,0,0
O100226,P6035,Economy,Books,BrandB,225.72,2,2024-11-26,C5823,East,West Melissastad,Ads,Not Returned,Not Returned,0,0
O100227,P1028,Safe,Apparel,BrandD,296.17,2,2025-05-06,C5217,West,East Michael,Ads,Not Returned,Not Returned,0,0
O100228,P6247,He,Beauty,BrandC,93.32,3,2025-04-21,C3897,East,South Cameron,Influencer,Not Returned,Not Returned,0,0
O100229,P1812,Focus,Electronics,BrandC,200.12,1,2024-12-23,C1091,West,Lake Lawrencestad,Influencer,Not Returned,Not Returned,0,0
O100230,P6053,First,Beauty,BrandA,355.14,2,2025-05-02,C1619,North,Fernandezview,Ads,Not Returned,Not Returned,0,0
O100231,P2015,Ability,Apparel,BrandC,189.55,1,2024-12-24,C6748,West,Annaport,Social Media,Wrong item,Denied,1,14
O100232,P5934,Office,Apparel,BrandB,276.13,3,2024-12-06,C2801,North,West Cindyberg,Social Media,Not Returned,Not Returned,0,0
O100233,P7985,Finish,Electronics,BrandB,372.7,1,2025-05-01,C9276,South,Bautistamouth,Direct,Wrong item,Approved,1,8
O100234,P4321,Decision,Beauty,BrandB,229.71,1,2025-02-16,C3900,North,Port Keithborough,Ads,Not Returned,Not Returned,0,0
O100235,P6129,Environmental,Electronics,BrandC,101.09,3,2025-05-03,C3431,North,Deborahfurt,Ads,Not Returned,Not Returned,0,0
O100236,P6419,Since,Electronics,BrandD,66.43,1,2024-12-16,C7031,North,Tommychester,Influencer,Defective,Approved,1,9
O100237,P3018,Example,Electronics,BrandB,143.4,2,2025-04-21,C3105,South,South Jamesstad,Influencer,Wrong item,Approved,1,8
O100238,P5172,Care,Books,BrandB,49.05,2,2025-03-23,C8488,West,West Rachaelborough,Social Media,Not Returned,Not Returned,0,0
O100239,P3369,Child,Electronics,BrandA,343.75,1,2025-04-19,C5172,South,Richardfurt,Social Media,Not as described,Denied,1,8
O100240,P1172,Imagine,Apparel,BrandB,274.08,1,2025-04-05,C9676,East,Jackview,Influencer,Wrong item,Approved,1,3
O100241,P4595,Song,Home,BrandB,128.41,2,2025-01-13,C4009,North,Cameronton,Influencer,Not Returned,Not Returned,0,0
O100242,P5278,Both,Beauty,BrandB,315.07,1,2025-01-13,C6423,North,West Matthewbury,Ads,Not Returned,Not Returned,0,0
O100243,P3423,Organization,Home,BrandC,407.59,1,2025-04-02,C7032,East,Jenniferview,Social Media,Not Returned,Not Returned,0,0
O100244,P6200,Process,Apparel,BrandC,59.01,3,2024-12-22,C7940,North,Lindsayland,Ads,Not as described,Approved,1,7
O100245,P5267,Also,Beauty,BrandC,162.3,1,2025-01-01,C1328,South,New Andreaberg,Social Media,Not Returned,Not Returned,0,0
O100246,P2196,Natural,Apparel,BrandA,50.94,3,2025-02-18,C5541,East,Jennabury,Email,Not Returned,Not Returned,0,0
O100247,P5320,Call,Apparel,BrandD,213.3,2,2024-12-30,C2740,North,Carrollmouth,Social Media,Wrong item,Denied,1,3
O100248,P1903,Bed,Apparel,BrandB,449.66,2,2025-02-15,C4894,East,South Kylestad,Email,Not Returned,Not Returned,0,0
O100249,P3004,Style,Home,BrandD,280.01,3,2025-04-14,C4418,North,South Rebecca,Direct,Not Returned,Not Returned,0,0
O100250,P2717,Feeling,Electronics,BrandA,197.78,1,2024-12-08,C2532,East,Gomezbury,Direct,Not Returned,Not Returned,0,0
O100251,P9452,Language,Electronics,BrandC,79.57,1,2025-01-02,C8972,North,Tammyside,Ads,Not Returned,Not Returned,0,0
O100252,P1318,Sense,Home,BrandC,182.0,3,2024-12-16,C7911,East,East Diane,Email,Not Returned,Not Returned,0,0
O100253,P8750,Tree,Electronics,BrandA,300.56,1,2025-03-29,C2138,South,Perezhaven,Influencer,Not Returned,Not Returned,0,0
O100254,P3765,Brother,Electronics,BrandC,488.71,1,2025-01-09,C6608,North,East Frank,Ads,Not as described,Approved,1,10
O100255,P4347,Group,Apparel,BrandA,44.24,1,2025-01-10,C9282,South,Joneschester,Ads,Not Returned,Not Returned,0,0
O100256,P5415,Off,Home,BrandB,463.38,1,2025-02-18,C6892,North,Nguyenborough,Direct,Not Returned,Not Returned,0,0
O100257,P8583,Rather,Electronics,BrandC,141.12,3,2025-03-31,C9195,West,Nelsonland,Social Media,Not Returned,Not Returned,0,0
O100258,P1485,Station,Beauty,BrandC,180.1,1,2025-04-26,C9581,South,Keithmouth,Social Media,Not Returned,Not Returned,0,0
O100259,P3522,Loss,Home,BrandD,82.26,3,2025-01-17,C7993,East,Dannybury,Ads,Late delivery,Approved,1,3
O100260,P6867,Assume,Beauty,BrandD,460.43,2,2025-01-21,C6889,West,Chrisville,Ads,Not Returned,Not Returned,0,0
O100261,P6818,Game,Home,BrandD,253.3,1,2025-05-07,C8055,South,Davidsonside,Ads,Late delivery,Approved,1,14
O100262,P1153,With,Home,BrandC,191.35,3,2025-01-19,C1637,South,West Nancy,Email,Not Returned,Not Returned,0,0
O100263,P2917,Various,Beauty,BrandA,39.58,3,2025-02-01,C7626,North,West Stephenview,Influencer,Not Returned,Not Returned,0,0
O100264,P4808,Cell,Books,BrandA,58.91,1,2025-01-25,C9462,South,New Larry,Ads,Not Returned,Not Returned,0,0
O100265,P7189,Officer,Books,BrandD,337.29,2,2025-03-21,C8790,East,Sydneyburgh,Influencer,Defective,Approved,1,9
O100266,P9373,Run,Apparel,BrandA,363.77,3,2024-12-28,C3404,East,Caitlynport,Email,Not Returned,Not Returned,0,0
O100267,P6186,Necessary,Home,BrandA,88.85,1,2025-02-18,C1969,North,New Nicoleview,Direct,Not Returned,Not Returned,0,0
O100268,P7374,Next,Electronics,BrandB,153.58,2,2025-03-25,C5779,North,Beverlyville,Ads,Not Returned,Not Returned,0,0
O100269,P6443,Physical,Home,BrandC,423.69,1,2024-12-08,C7018,North,Susanview,Influencer,Not Returned,Not Returned,0,0
O100270,P3813,Here,Books,BrandD,335.51,1,2025-01-31,C8702,North,Markstad,Social Media,Late delivery,Approved,1,2
O100271,P3672,Side,Beauty,BrandD,24.89,3,2025-02-25,C1428,East,Austinborough,Ads,Defective,Denied,1,3
O100272,P7320,Be,Beauty,BrandD,483.95,3,2025-02-12,C5596,East,South April,Direct,Not Returned,Not Returned,0,0
O100273,P7863,Public,Home,BrandA,117.22,2,2025-02-07,C6449,East,Reynoldshaven,Influencer,Not Returned,Not Returned,0,0
O100274,P9693,We,Beauty,BrandB,413.06,3,2024-12-19,C7207,South,Lake Kevin,Ads,Changed mind,Denied,1,3
O100275,P4998,Side,Electronics,BrandA,385.51,3,2025-02-20,C7777,South,Matthewland,Social Media,Defective,Denied,1,9
O100276,P6744,Community,Apparel,BrandB,487.16,1,2024-11-15,C5687,East,North Jerrymouth,Ads,Not Returned,Not Returned,0,0
O100277,P4775,Ground,Beauty,BrandA,74.93,2,2025-03-27,C3730,East,Jonesmouth,Email,Defective,Approved,1,13
O100278,P9213,War,Apparel,BrandC,249.51,3,2025-01-13,C1457,North,Lunaport,Direct,Not Returned,Not Returned,0,0
O100279,P4340,Side,Books,BrandC,340.76,3,2025-01-02,C6195,South,West Ryan,Social Media,Not Returned,Not Returned,0,0
O100280,P8031,Now,Apparel,BrandA,312.46,3,2025-02-10,C3511,East,Leeville,Email,Not Returned,Not Returned,0,0
O100281,P7888,Scene,Apparel,BrandC,191.19,1,2025-04-12,C6352,South,Englishstad,Direct,Not Returned,Not Returned,0,0
O100282,P9266,Old,Books,BrandA,38.75,2,2025-03-02,C6489,West,West Nathanmouth,Influencer,Not Returned,Not Returned,0,0
O100283,P9721,Visit,Electronics,BrandA,409.97,1,2024-11-26,C7492,North,North Henryland,Influencer,Not Returned,Not Returned,0,0
O100284,P9900,Outside,Home,BrandB,287.93,2,2024-11-26,C4287,South,Houseburgh,Direct,Not Returned,Not Returned,0,0
O100285,P7610,Sound,Books,BrandC,421.37,2,2025-02-28,C8688,South,Morenofort,Ads,Defective,Approved,1,10
O100286,P3692,Case,Home,BrandC,449.79,3,2024-12-04,C2381,East,Coopermouth,Social Media,Not Returned,Not Returned,0,0
O100287,P7669,Beat,Beauty,BrandB,391.14,2,2025-03-30,C4090,North,South Andreafort,Influencer,Late delivery,Approved,1,15
O100288,P7203,Information,Apparel,BrandA,348.89,2,2025-02-03,C3848,West,West Lisaport,Ads,Not Returned,Not Returned,0,0
O100289,P7873,Guy,Books,BrandC,339.69,1,2025-01-29,C5662,West,Pittmanshire,Direct,Wrong item,Denied,1,7
O100290,P5328,Leader,Home,BrandB,16.33,1,2024-11-18,C2971,South,South Laurenton,Influencer,Not Returned,Not Returned,0,0
O100291,P9209,Cup,Apparel,BrandA,137.67,1,2025-03-27,C4716,South,Petersonberg,Social Media,Not Returned,Not Returned,0,0
O100292,P3448,Serious,Apparel,BrandD,20.62,1,2025-02-08,C3243,East,Rachelfurt,Influencer,Not Returned,Not Returned,0,0
O100293,P8398,Scene,Beauty,BrandA,275.77,2,2024-12-26,C6581,South,Rogersbury,Email,Not Returned,Not Returned,0,0
O100294,P9178,Together,Beauty,BrandD,423.57,3,2025-02-22,C3178,North,Wrightfurt,Influencer,Not Returned,Not Returned,0,0
O100295,P8432,Follow,Electronics,BrandB,343.12,2,2025-01-22,C8429,South,Jaredtown,Direct,Not Returned,Not Returned,0,0
O100296,P4196,Meet,Home,BrandB,77.4,2,2025-04-27,C2511,West,Turnerstad,Social Media,Not Returned,Not Returned,0,0
O100297,P2353,Eight,Beauty,BrandC,440.6,2,2025-01-12,C5861,North,Frenchmouth,Email,Late delivery,Denied,1,2
O100298,P6421,Wish,Electronics,BrandD,36.29,2,2025-03-16,C9823,West,Amandafort,Email,Not Returned,Not Returned,0,0
O100299,P8055,Will,Electronics,BrandD,397.27,2,2025-01-13,C1504,South,Robertburgh,Influencer,Not Returned,Not Returned,0,0
O100300,P2132,Beat,Books,BrandA,404.65,1,2025-01-06,C1935,West,East Kimberly,Email,Not Returned,Not Returned,0,0
O100301,P9989,Bad,Apparel,BrandC,25.95,3,2025-04-29,C9352,East,Lake Toddfurt,Ads,Not Returned,Not Returned,0,0
O100302,P1025,Loss,Beauty,BrandC,132.77,1,2024-12-03,C6509,South,West Stephanie,Social Media,Not Returned,Not Returned,0,0
O100303,P8803,Staff,Home,BrandA,202.64,1,2024-12-16,C7081,South,East Andrewtown,Social Media,Late delivery,Denied,1,13
O100304,P4640,Friend,Beauty,BrandC,383.21,2,2025-05-02,C5881,South,Rhondahaven,Influencer,Not Returned,Not Returned,0,0
O100305,P9907,Say,Apparel,BrandC,384.59,1,2025-01-08,C6994,West,Lake Douglas,Ads,Not Returned,Not Returned,0,0
O100306,P4467,Something,Electronics,BrandB,440.49,1,2024-12-19,C3984,West,South Cherylmouth,Influencer,Defective,Denied,1,7
O100307,P5512,Lead,Beauty,BrandD,221.44,1,2025-02-20,C1460,East,South Patrick,Email,Not Returned,Not Returned,0,0
O100308,P3499,Successful,Beauty,BrandD,17.49,2,2024-12-16,C1744,North,East Robertstad,Email,Not Returned,Not Returned,0,0
O100309,P9309,Those,Electronics,BrandB,258.71,3,2025-03-17,C2547,East,Port Angela,Social Media,Wrong item,Approved,1,10
O100310,P9652,Happen,Electronics,BrandD,236.1,2,2024-11-23,C4243,North,Lake Crystalport,Social Media,Late delivery,Approved,1,3
O100311,P2949,Clear,Electronics,BrandB,342.33,3,2024-11-16,C1069,South,Lake Cynthia,Influencer,Not Returned,Not Returned,0,0
O100312,P6779,Series,Books,BrandB,379.32,2,2025-01-20,C3974,South,Nelsonshire,Ads,Not Returned,Not Returned,0,0
O100313,P9330,Another,Home,BrandC,256.11,3,2025-04-27,C5061,North,West Nathaniel,Ads,Not Returned,Not Returned,0,0
O100314,P6382,Hard,Books,BrandD,64.63,1,2025-04-21,C1960,South,West David,Email,Not Returned,Not Returned,0,0
O100315,P3656,Give,Electronics,BrandA,102.16,2,2025-03-16,C9451,West,New Thomaschester,Direct,Not Returned,Not Returned,0,0
O100316,P1685,Identify,Electronics,BrandB,73.25,3,2025-04-28,C5138,West,Rodriguezberg,Direct,Not as described,Denied,1,9
O100317,P4779,Record,Books,BrandB,178.36,2,2024-12-01,C1123,West,East Angelabury,Direct,Not Returned,Not Returned,0,0
O100318,P8394,Few,Electronics,BrandD,319.9,1,2024-12-29,C3497,West,New Teresaview,Social Media,Not Returned,Not Returned,0,0
O100319,P8413,Compare,Books,BrandD,65.14,2,2024-12-20,C3751,South,Lauratown,Ads,Not Returned,Not Returned,0,0
O100320,P8865,Book,Apparel,BrandD,93.36,3,2025-01-06,C9025,North,East Krystalfurt,Influencer,Not Returned,Not Returned,0,0
O100321,P7700,Part,Apparel,BrandD,458.97,1,2025-01-19,C6676,East,Lake Dillon,Email,Not Returned,Not Returned,0,0
O100322,P5065,Beat,Home,BrandA,138.7,1,2025-02-23,C7341,South,West Jonathan,Social Media,Defective,Approved,1,3
O100323,P4006,Meet,Books,BrandD,30.8,1,2025-02-24,C5070,South,West Michaelborough,Ads,Not Returned,Not Returned,0,0
O100324,P9851,Nation,Apparel,BrandA,224.11,2,2025-04-09,C8141,South,Joneschester,Direct,Wrong item,Approved,1,12
O100325,P7508,Heavy,Apparel,BrandC,205.49,3,2025-05-05,C9081,North,Kimberlyside,Influencer,Not Returned,Not Returned,0,0
O100326,P2527,No,Books,BrandA,10.77,1,2024-12-09,C4644,South,Jonesborough,Email,Not Returned,Not Returned,0,0
O100327,P1075,Quite,Books,BrandD,202.04,2,2025-01-07,C8304,North,Snydermouth,Direct,Not Returned,Not Returned,0,0
O100328,P3706,Military,Beauty,BrandD,41.96,2,2024-12-23,C8186,North,Murphyport,Direct,Not Returned,Not Returned,0,0
O100329,P1223,Realize,Electronics,BrandD,209.0,2,2025-03-06,C1745,North,Lake Douglasshire,Influencer,Not Returned,Not Returned,0,0
O100330,P7678,See,Beauty,BrandB,81.49,3,2024-12-17,C5182,East,East Christopherbury,Influencer,Not Returned,Not Returned,0,0
O100331,P8556,Money,Apparel,BrandA,351.17,1,2024-12-10,C5944,East,South Jeffrey,Social Media,Not Returned,Not Returned,0,0
O100332,P8805,Manage,Electronics,BrandA,247.57,2,2025-04-18,C9477,South,East Cheryl,Email,Changed mind,Approved,1,7
O100333,P9753,Himself,Electronics,BrandC,50.43,2,2025-03-15,C5581,South,East Amandahaven,Email,Not Returned,Not Returned,0,0
O100334,P2918,Share,Apparel,BrandB,280.29,3,2025-01-19,C2185,North,Jenniferstad,Direct,Not Returned,Not Returned,0,0
O100335,P5891,Term,Electronics,BrandB,314.15,2,2025-02-12,C4344,West,Nicholefort,Direct,Not Returned,Not Returned,0,0
O100336,P6503,Husband,Electronics,BrandA,100.68,2,2024-11-20,C7400,North,Chrisfurt,Direct,Not Returned,Not Returned,0,0
O100337,P3460,Record,Home,BrandD,113.1,3,2025-01-10,C2858,East,Huntside,Ads,Not Returned,Not Returned,0,0
O100338,P8807,Collection,Beauty,BrandA,496.65,1,2025-02-08,C4620,South,Port Juliemouth,Direct,Not Returned,Not Returned,0,0
O100339,P5474,Up,Electronics,BrandD,248.97,1,2024-12-13,C3651,West,Michaelview,Influencer,Defective,Approved,1,6
O100340,P2661,Under,Home,BrandD,102.91,2,2025-01-07,C5550,North,Ochoabury,Direct,Not Returned,Not Returned,0,0
O100341,P1699,Several,Books,BrandB,318.06,2,2024-12-31,C8342,North,South Cathyshire,Social Media,Not Returned,Not Returned,0,0
O100342,P3232,Make,Books,BrandA,30.96,2,2025-05-01,C9833,South,West Stephenview,Email,Changed mind,Denied,1,3
O100343,P9322,Anyone,Electronics,BrandB,431.46,3,2024-11-18,C1491,East,Rodneytown,Ads,Not Returned,Not Returned,0,0
O100344,P9143,And,Apparel,BrandC,13.52,3,2025-01-05,C5718,South,North Troy,Direct,Changed mind,Approved,1,2
O100345,P4362,Open,Apparel,BrandC,287.97,1,2025-05-11,C3644,South,Johnnychester,Email,Not Returned,Not Returned,0,0
O100346,P8912,Car,Apparel,BrandC,219.66,3,2025-04-10,C2550,East,Port Sherry,Direct,Not Returned,Not Returned,0,0
O100347,P7182,Rich,Home,BrandC,289.83,3,2024-11-29,C7550,North,Collinstown,Direct,Not Returned,Not Returned,0,0
O100348,P6979,Cold,Apparel,BrandC,486.49,1,2024-12-05,C3896,East,Lopezburgh,Email,Not Returned,Not Returned,0,0
O100349,P5410,Writer,Electronics,BrandD,133.81,1,2025-03-19,C9066,East,North Regina,Influencer,Not Returned,Not Returned,0,0
O100350,P6111,Become,Beauty,BrandC,380.55,2,2025-02-08,C2512,North,Dunlapville,Email,Changed mind,Approved,1,13
O100351,P1558,Dinner,Home,BrandD,26.47,2,2025-02-24,C3887,South,Port Roberto,Influencer,Changed mind,Approved,1,5
O100352,P7107,Pick,Beauty,BrandC,40.03,3,2024-12-31,C6117,East,New Jeremyberg,Direct,Not Returned,Not Returned,0,0
O100353,P4624,Very,Beauty,BrandB,485.63,2,2024-11-11,C3849,South,Lake Jamesbury,Social Media,Changed mind,Approved,1,7
O100354,P7794,Single,Beauty,BrandB,355.09,3,2025-04-03,C8897,East,North Carl,Ads,Changed mind,Approved,1,15
O100355,P2838,Believe,Apparel,BrandC,116.47,1,2024-11-29,C9104,North,Bellburgh,Ads,Not Returned,Not Returned,0,0
O100356,P9217,Skin,Apparel,BrandC,320.74,3,2025-04-11,C5150,South,East Emily,Ads,Not Returned,Not Returned,0,0
O100357,P1414,Whom,Books,BrandA,358.16,3,2024-11-17,C6593,North,North Howardborough,Direct,Not Returned,Not Returned,0,0
O100358,P1228,Physical,Books,BrandD,302.1,2,2024-12-16,C3807,North,Brianberg,Ads,Defective,Approved,1,4
O100359,P8916,Enjoy,Books,BrandD,487.62,3,2025-02-14,C8488,North,West Michele,Influencer,Not Returned,Not Returned,0,0
O100360,P6868,Phone,Apparel,BrandD,318.27,1,2025-03-11,C3647,East,Randyfort,Email,Not Returned,Not Returned,0,0
O100361,P8594,Thousand,Home,BrandC,428.61,1,2024-12-14,C2816,North,Jonathantown,Email,Not as described,Denied,1,15
O100362,P9073,Real,Electronics,BrandC,93.94,2,2024-11-17,C6899,North,North Kevinhaven,Ads,Not Returned,Not Returned,0,0
O100363,P2028,Candidate,Home,BrandD,280.59,3,2025-04-01,C3985,North,Stevenbury,Social Media,Not Returned,Not Returned,0,0
O100364,P5203,From,Electronics,BrandC,325.77,2,2025-02-08,C4057,South,Olsonville,Social Media,Not Returned,Not Returned,0,0
O100365,P9951,Find,Apparel,BrandA,441.5,3,2025-01-14,C5812,West,New Benjamin,Email,Defective,Denied,1,3
O100366,P7689,Think,Books,BrandB,402.58,3,2025-04-04,C4771,East,East Courtney,Email,Not Returned,Not Returned,0,0
O100367,P1479,Instead,Electronics,BrandA,174.63,2,2025-03-09,C4557,East,North Melissaton,Email,Not as described,Approved,1,11
O100368,P3702,Light,Home,BrandA,84.95,3,2024-11-25,C8374,East,Courtneystad,Social Media,Not Returned,Not Returned,0,0
O100369,P7175,Policy,Books,BrandD,308.79,3,2024-11-12,C2697,West,East Chloe,Social Media,Not Returned,Not Returned,0,0
O100370,P3743,Teacher,Electronics,BrandC,307.45,1,2025-04-13,C5774,South,Herrerafort,Influencer,Not Returned,Not Returned,0,0
O100371,P8600,Show,Books,BrandD,154.54,1,2024-12-16,C8520,East,New Reginald,Direct,Late delivery,Denied,1,10
O100372,P1839,Maybe,Beauty,BrandA,243.3,3,2024-12-15,C5555,West,Port Veronicaville,Social Media,Not Returned,Not Returned,0,0
O100373,P1186,Government,Electronics,BrandC,321.74,3,2025-03-15,C2185,South,Krausemouth,Influencer,Not Returned,Not Returned,0,0
O100374,P5628,Imagine,Books,BrandA,306.93,1,2025-04-24,C7988,North,Romeroland,Direct,Wrong item,Denied,1,11
O100375,P9745,Every,Electronics,BrandD,215.48,2,2025-02-15,C5085,East,Amyton,Direct,Not Returned,Not Returned,0,0
O100376,P8255,Phone,Beauty,BrandA,206.46,2,2025-05-02,C4556,North,Port Jasonland,Influencer,Not Returned,Not Returned,0,0
O100377,P7330,Those,Books,BrandC,407.3,2,2025-04-28,C4661,North,West Michaelview,Ads,Not Returned,Not Returned,0,0
O100378,P9789,Store,Books,BrandB,490.02,3,2025-04-01,C3091,East,Peggyton,Influencer,Not Returned,Not Returned,0,0
O100379,P2230,Laugh,Books,BrandA,230.82,1,2025-03-26,C3997,North,Avilaland,Direct,Not Returned,Not Returned,0,0
O100380,P8244,Sign,Apparel,BrandC,216.62,3,2025-02-02,C9381,North,Traceybury,Ads,Not as described,Denied,1,5
O100381,P9556,It,Beauty,BrandB,437.9,1,2025-01-30,C3651,North,Haroldton,Influencer,Defective,Denied,1,4
O100382,P1783,The,Books,BrandA,497.64,3,2025-04-03,C1229,West,Lake Aaronview,Social Media,Late delivery,Approved,1,9
O100383,P6284,Sure,Beauty,BrandC,338.5,1,2025-02-26,C3114,West,New Colleen,Ads,Not Returned,Not Returned,0,0
O100384,P1808,Leader,Books,BrandB,321.69,3,2024-11-25,C4269,West,Maryhaven,Email,Not Returned,Not Returned,0,0
O100385,P6906,Glass,Beauty,BrandB,116.02,2,2025-03-08,C9720,South,Lake Christopherside,Email,Not Returned,Not Returned,0,0
O100386,P4820,Attorney,Apparel,BrandB,297.52,1,2025-05-10,C1737,West,Caseyville,Direct,Not Returned,Not Returned,0,0
O100387,P2864,Information,Beauty,BrandB,111.78,3,2024-11-25,C5216,East,South Matthewville,Social Media,Not Returned,Not Returned,0,0
O100388,P1717,Book,Apparel,BrandB,479.63,2,2024-12-08,C1282,South,East Jennifer,Ads,Not Returned,Not Returned,0,0
O100389,P3400,Example,Beauty,BrandD,477.21,3,2025-05-07,C6647,East,North Kerry,Ads,Not Returned,Not Returned,0,0
O100390,P7522,Few,Apparel,BrandD,343.72,3,2024-12-26,C6808,West,New Manuelstad,Direct,Not Returned,Not Returned,0,0
O100391,P2417,Truth,Electronics,BrandB,219.27,1,2025-02-11,C6475,North,West Scott,Social Media,Not Returned,Not Returned,0,0
O100392,P7694,Line,Home,BrandA,311.91,1,2024-12-01,C5500,East,South Jimmyland,Influencer,Not Returned,Not Returned,0,0
O100393,P3510,Front,Apparel,BrandA,483.21,2,2024-12-23,C1942,North,New Leahhaven,Direct,Not Returned,Not Returned,0,0
O100394,P9084,Far,Books,BrandB,156.92,2,2025-03-20,C9247,South,Allisonmouth,Email,Changed mind,Approved,1,9
O100395,P8355,Difference,Home,BrandD,383.59,3,2025-04-23,C8718,South,North Danielleville,Social Media,Not Returned,Not Returned,0,0
O100396,P9898,System,Electronics,BrandB,57.29,3,2025-02-07,C3627,East,Davenportton,Influencer,Not Returned,Not Returned,0,0
O100397,P4425,Five,Electronics,BrandB,196.66,3,2025-04-10,C5813,West,West Trevorshire,Email,Not Returned,Not Returned,0,0
O100398,P9648,Relate,Beauty,BrandC,35.25,3,2024-12-25,C3176,West,Lake Bryanhaven,Direct,Not Returned,Not Returned,0,0
O100399,P5102,Affect,Books,BrandC,186.16,1,2024-12-08,C8998,West,Smithshire,Ads,Not Returned,Not Returned,0,0
O100400,P7571,Wonder,Beauty,BrandD,417.59,3,2025-03-12,C8426,East,Davidborough,Email,Not Returned,Not Returned,0,0
O100401,P1223,Whose,Books,BrandD,323.57,1,2025-03-06,C4235,South,North Sharon,Direct,Not Returned,Not Returned,0,0
O100402,P9879,Significant,Electronics,BrandA,13.09,2,2025-05-06,C2316,South,Port Lisamouth,Social Media,Not Returned,Not Returned,0,0
O100403,P6706,Different,Books,BrandB,122.45,2,2024-12-09,C1091,West,Bishopview,Influencer,Not Returned,Not Returned,0,0
O100404,P1076,Subject,Beauty,BrandA,333.17,2,2025-01-20,C7990,West,New Tracyview,Email,Not Returned,Not Returned,0,0
O100405,P3344,Whole,Home,BrandD,447.55,2,2025-03-09,C3927,South,North Amanda,Social Media,Defective,Denied,1,11
O100406,P4673,He,Electronics,BrandB,472.8,3,2025-02-10,C1767,North,New Shawnaview,Influencer,Not Returned,Not Returned,0,0
O100407,P8844,Often,Electronics,BrandC,30.22,1,2025-03-09,C9763,East,Port Wendyhaven,Influencer,Not Returned,Not Returned,0,0
O100408,P9306,Mind,Apparel,BrandD,413.16,1,2025-01-17,C9660,North,Thompsonberg,Direct,Not Returned,Not Returned,0,0
O100409,P4533,Decade,Home,BrandB,17.36,1,2025-01-23,C4657,West,Fitzgeraldhaven,Social Media,Not Returned,Not Returned,0,0
O100410,P4918,Example,Books,BrandC,368.7,1,2025-04-20,C6185,East,Port Franciscoberg,Direct,Not Returned,Not Returned,0,0
O100411,P7770,Human,Apparel,BrandB,161.19,1,2024-12-31,C7725,North,Bergerhaven,Direct,Not Returned,Not Returned,0,0
O100412,P7302,Require,Electronics,BrandA,152.76,3,2025-03-08,C2146,East,New Kelly,Ads,Not Returned,Not Returned,0,0
O100413,P9274,Subject,Beauty,BrandC,444.21,3,2025-03-07,C3438,South,Schneiderberg,Direct,Late delivery,Approved,1,2
O100414,P3419,Film,Beauty,BrandB,187.05,1,2024-12-30,C9006,North,Smithstad,Influencer,Not Returned,Not Returned,0,0
O100415,P3345,Official,Beauty,BrandC,290.15,1,2025-01-18,C9203,West,Sotohaven,Email,Defective,Denied,1,14
O100416,P8588,Once,Electronics,BrandA,150.58,1,2025-02-11,C9161,South,Corystad,Email,Changed mind,Approved,1,5
O100417,P1273,Meeting,Home,BrandD,188.69,1,2025-02-27,C9442,West,Jerryhaven,Influencer,Not Returned,Not Returned,0,0
